Ball #,BallName,IO Type,X,Y,Interface,Notes
AC32,PCIEX8_RX_N[3],I,-370.6,-15551.9,PCIE,
M27,PCIEX8_RX_N[2],I,1460.9,-19877,PCIE,
V27,PCIEX8_RX_N[1],I,1589.4,-17501.9,PCIE,
AC27,PCIEX8_RX_N[0],I,1589.4,-15551.9,PCIE,
A8,PCIEX8_RCOMP_P,Analog,9193.4,-24440,PCIE,
C8,PCIEX8_RCOMP_P,Analog,9261.8,-23792.9,PCIE,
D8,PCIEX8_RCOMP_N,Analog,9261.8,-23117.9,PCIE,
PCIEX4
F6,PCIEX4_RCOMP_N,Analog,9911.8,-22417.9,PCIE,
A14,PCIEX4_B_TXP[3],O,6762.4,-24440,PCIE,
G14,PCIEX4_B_TXP[2],O,6762.4,-21840,PCIE,
A11,PCIEX4_B_TXP[1],O,7893.4,-24440,PCIE,
G11,PCIEX4_B_TXP[0],O,7893.4,-21840,PCIE,
C14,PCIEX4_B_TXN[3],O,6762.4,-23790,PCIE,
F14,PCIEX4_B_TXN[2],O,6762.4,-22490,PCIE,
C11,PCIEX4_B_TXN[1],O,7893.4,-23790,PCIE,
F11,PCIEX4_B_TXN[0],O,7893.4,-22490,PCIE,
V17,PCIEX4_B_RXP[3],I,5509.4,-17501.9,PCIE,
AC17,PCIEX4_B_RXP[2],I,5509.4,-15551.9,PCIE,
M13,PCIEX4_B_RXP[1],I,7340.9,-19877,PCIE,
V12,PCIEX4_B_RXP[0],I,7469.4,-17501.9,PCIE,
U17,PCIEX4_B_RXN[3],I,5509.4,-18151.9,PCIE,
AA17,PCIEX4_B_RXN[2],I,5509.4,-16201.9,PCIE,
M14,PCIEX4_B_RXN[1],I,6690.9,-19877,PCIE,
U12,PCIEX4_B_RXN[0],I,7469.4,-18151.9,PCIE,
A5,PCIEX4_B_RCOMP_P,Analog,10493.4,-24440,PCIE,
D6,PCIEX4_B_RCOMP_P,Analog,9911.8,-23117.9,PCIE,

A20,PCIEX4_A_TX_P[3],O,4500.5,-24440,PCIE,
G20,PCIEX4_A_TX_P[2],O,4500.5,-21840,PCIE,
A17,PCIEX4_A_TX_P[1],O,5631.5,-24440,PCIE,
G17,PCIEX4_A_TX_P[0],O,5631.5,-21840,PCIE,
C20,PCIEX4_A_TX_N[3],O,4500.5,-23790,PCIE,
F20,PCIEX4_A_TX_N[2],O,4500.5,-22490,PCIE,
C17,PCIEX4_A_TX_N[1],O,5631.5,-23790,PCIE,
F17,PCIEX4_A_TX_N[0],O,5631.5,-22490,PCIE,
M22,PCIEX4_A_RX_P[3],I,3420.9,-19877,PCIE,
V22,PCIEX4_A_RX_P[2],I,3549.4,-17501.9,PCIE,
AC22,PCIEX4_A_RX_P[1],I,3549.4,-15551.9,PCIE,
M18,PCIEX4_A_RX_P[0],I,5380.9,-19877,PCIE,
M24,PCIEX4_A_RX_N[3],I,2770.9,-19877,PCIE,
U22,PCIEX4_A_RX_N[2],I,3549.4,-18151.9,PCIE,
AA22,PCIEX4_A_RX_N[1],I,3549.4,-16201.9,PCIE,
M19,PCIEX4_A_RX_N[0],I,4730.9,-19877,PCIE,
A6,PCIEX4_A_RCOMP_P,Analog,9843.4,-24440,PCIE,
C6,PCIEX4_A_RCOMP_P,Analog,9911.8,-23792.9,PCIE,
PCIE
DY10,PCIE12_TXP/SATA1_TXP,O,8538.2,15150.2,PCH Interfaces,
DY11,PCIE12_TXN/SATA1_TXN,O,7888.2,15150.2,PCH Interfaces,
EA4,PCIE12_RXP/SATA1_RXP,I,10810.4,15698.8,PCH Interfaces,
EA6,PCIE12_RXN/SATA1RXN,I,10160.4,15698.8,PCH Interfaces,
EB10,PCIE11_TXP/SATA0_TXP,O,8538.2,16001.2,PCH Interfaces,
EB11,PCIE11_TXN/SATA0_TXN,O,7888.2,16001.2,PCH Interfaces,
EC5,PCIE11_RXP/SATA0_RXP,I,10516.6,16279.1,PCH Interfaces,
EC6,PCIE11_RXN/SATA0_RXN,I,9866.6,16279.1,PCH Interfaces,
ED10,PCIE10_TXP/UFS11_TXP,O,8538.2,16852.2,PCH Interfaces,
ED11,PCIE10_TXN/UFS11_TXN,O,7888.2,16852.2,PCH Interfaces,
EC1,PCIE10_RXP/UFS11_RXP,I,11940,16361.1,PCH Interfaces,
EC3,PCIE10_RXN/UFS11_RXN,I,11290,16361.1,PCH Interfaces,
EF10,PCIE9_TXP/UFS10_TXP,O,8538.2,17703.2,PCH Interfaces,
EF11,PCIE9_TXN/UFS10_TXN,O,7888.2,17703.2,PCH Interfaces,
EF5,PCIE9_RXP/UFS10_RXP,I,10516.6,17588.2,PCH Interfaces,
EF6,PCIE9_RXN/UFS10_RXN,I,9866.6,17588.2,PCH Interfaces,
EH10,PCIE8_TXP,O,8538.2,18554.2,PCH Interfaces,
EH11,PCIE8_TXN,O,7888.2,18554.2,PCH Interfaces,
EF1,PCIE8_RXP,I,11940,17699.3,PCH Interfaces,
EF3,PCIE8_RXN,I,11290,17699.3,PCH Interfaces,
EL10,PCIE7_TXP,O,8538.2,19405.2,PCH Interfaces,
EL11,PCIE7_TXN,O,7888.2,19405.2,PCH Interfaces,
EG4,PCIE7_RXP,I,10810.4,18169,PCH Interfaces,
EG6,PCIE7_RXN,I,10160.4,18169,PCH Interfaces,

EN10,PCIE6_TXP,O,8538.2,20256.2,PCH Interfaces,
EN11,PCIE6_TXN,O,7888.2,20256.2,PCH Interfaces,
EJ5,PCIE6_RXP,I,10516.6,18774.3,PCH Interfaces,
EJ6,PCIE6_RXN,I,9866.6,18774.3,PCH Interfaces,
ER10,PCIE5_TXP,O,8538.2,21107.2,PCH Interfaces,
ER11,PCIE5_TXN,O,7888.2,21107.2,PCH Interfaces,
EJ1,PCIE5_RXP,I,11940,18856.3,PCH Interfaces,
EJ3,PCIE5_RXN,I,11290,18856.3,PCH Interfaces,
FB10,PCIE4_TXP/USB32_4_TXP,O,8310.3,24115,PCH Interfaces,
FA9,PCIE4_TXN/USB32_4_TXN,O,8873.5,23790,PCH Interfaces,
EV16,PCIE4_RXP/USB32_4_RXP,I,6156.1,22366.5,PCH Interfaces,
EY16,PCIE4_RXN/USB32_4_RXN,I,6156.3,23016.5,PCH Interfaces,
EW11,PCIE3_TXP/USB32_3_TXP,O,8095.2,22705.3,PCH Interfaces,
EY11,PCIE3_TXN/USB32_3_TXN,O,8095.2,23355.3,PCH Interfaces,
EW17,PCIE3_RXP/USB32_3_RXP,I,5575.8,22660.3,PCH Interfaces,
EY17,PCIE3_RXN/USB32_3_RXN,I,5575.8,23310.3,PCH Interfaces,
FA12,PCIE2_TXP/USB32_2_TXP,O,7611.8,23790,PCH Interfaces,
FC12,PCIE2_TXN/USB32_2_TXN,O,7611.8,24440,PCH Interfaces,
FA18,PCIE2_RXP/USB32_2_RXP,I,5106.1,23789.9,PCH Interfaces,
FC18,PCIE2_RXN/USB32_2_RXN,I,5106.1,24439.9,PCH Interfaces,
EV12,PCIE1_TXP/USB32_1_TXP,O,7532,22380.3,PCH Interfaces,
EY12,PCIE1_TXN/USB32_1_TXN,O,7532,23030.3,PCH Interfaces,
EV19,PCIE1_RXP/USB32_1_RXP,I,4995,22366.5,PCH Interfaces,
EY19,PCIE1_RXN/USB32_1_RXN,I,4995,23016.5,PCH Interfaces,
TCP
AM1,TCP_RCOMP,Analog,11940,-11943.8,Type C,
BW8,TCP3_TXRX_P1,I/O,9388.2,-1021.8,Type C,
BU8,TCP3_TXRX_P0,I/O,9388.2,-1872.8,Type C,
BW6,TCP3_TXRX_N1,I/O,10038.2,-1021.8,Type C,
BU6,TCP3_TXRX_N0,I/O,10038.2,-1872.8,Type C,
BU3,TCP3_TX_P1,O,11290,-2193.8,Type C,
BN3,TCP3_TX_P0,O,11290,-3493.8,Type C,
BV3,TCP3_TX_N1,O,11290,-1543.8,Type C,
BR3,TCP3_TX_N0,O,11290,-2843.8,Type C,
BR1,TCP3_AUX_P,I/O,11940,-2843.8,Type C,
BU1,TCP3_AUX_N,I/O,11940,-2193.8,Type C,
BN8,TCP2_TXRX_P1,I/O,9388.2,-3574.8,Type C,
BL8,TCP2_TXRX_P0,I/O,9388.2,-4425.8,Type C,
BN6,TCP2_TXRX_N1,I/O,10038.2,-3574.8,Type C,
BL6,TCP2_TXRX_N0,I/O,10038.2,-4425.8,Type C,
BK3,TCP2_TX_P1,O,11290,-4793.8,Type C,
BG3,TCP2_TX_P0,O,11290,-6093.8,Type C,
BM3,TCP2_TX_N1,O,11290,-4143.8,Type C,
BH3,TCP2_TX_N0,O,11290,-5443.8,Type C,
BH1,TCP2_AUX_P,I/O,11940,-5443.8,Type C,
BK1,TCP2_AUX_N,I/O,11940,-4793.8,Type C,

AV8,TCP1_TXRX_P1,I/O,9388.2,-9531.8,Type C,
AY8,TCP1_TXRX_P0,I/O,9388.2,-8680.8,Type C,
AV6,TCP1_TXRX_N1,I/O,10038.2,-9531.8,Type C,
AY6,TCP1_TXRX_N0,I/O,10038.2,-8680.8,Type C,
AP3,TCP1_TX_P1,O,11290,-11293.8,Type C,
AU3,TCP1_TX_P0,O,11290,-9993.8,Type C,
AR3,TCP1_TX_N1,O,11290,-10643.8,Type C,
AW3,TCP1_TX_N0,O,11290,-9343.8,Type C,
AR1,TCP1_AUX_P,I/O,11940,-10643.8,Type C,
AU1,TCP1_AUX_N,I/O,11940,-9993.8,Type C,
BE8,TCP0_TXRX_P1,I/O,9388.2,-6978.8,Type C,
BG8,TCP0_TXRX_P0,I/O,9388.2,-6127.8,Type C,
BE6,TCP0_TXRX_N1,I/O,10038.2,-6978.8,Type C,
BG6,TCP0_TXRX_N0,I/O,10038.2,-6127.8,Type C,
AY3,TCP0_TX_P1,O,11290,-8693.8,Type C,
BD3,TCP0_TX_P0,O,11290,-7393.8,Type C,
BB3,TCP0_TX_N1,O,11290,-8043.8,Type C,
BE3,TCP0_TX_N0,O,11290,-6743.8,Type C,
BB1,TCP0_AUX_P,I/O,11940,-8043.8,Type C,
BD1,TCP0_AUX_N,I/O,11940,-7393.8,Type C,
USB2
EM5,USB2P_10,I/O,10516.6,20110.4,PCH Interfaces,
EM6,USB2N_10,I/O,9866.6,20110.4,PCH Interfaces,
EL18,USB2P_9,I/O,5094.2,19730.9,PCH Interfaces,
EN18,USB2N_9,I/O,5094.2,20380.9,PCH Interfaces,
EN1,USB2P_8,I/O,11940,20246.5,PCH Interfaces,
EN3,USB2N_8,I/O,11290,20246.5,PCH Interfaces,
ER16,USB2P_7,I/O,6095.2,21030.9,PCH Interfaces,
ET16,USB2N_7,I/O,6095.2,21680.9,PCH Interfaces,
EP4,USB2P_6,I/O,10810.4,20716.2,PCH Interfaces,
EP6,USB2N_6,I/O,10160.4,20716.2,PCH Interfaces,

FA15,USB2P_5,I/O,6238.1,23789.9,PCH Interfaces,
FC15,USB2N_5,I/O,6238.1,24439.9,PCH Interfaces,
ER5,USB2P_4,I/O,10516.6,21321.5,PCH Interfaces,
ER6,USB2N_4,I/O,9866.6,21321.5,PCH Interfaces,
ER18,USB2P_3,I/O,5094.2,21030.9,PCH Interfaces,
ET18,USB2N_3,I/O,5094.2,21680.9,PCH Interfaces,
EH16,USB2P_2,I/O,6095.2,18430.9,PCH Interfaces,
EK16,USB2N_2,I/O,6095.2,19080.9,PCH Interfaces,
EL16,USB2P_1,I/O,6095.2,19730.9,PCH Interfaces,
EN16,USB2N_1,I/O,6095.2,20380.9,PCH Interfaces,
EF18,USB_VBUSSENSE,I,5094.2,17780.9,PCH Interfaces,
EF16,USB_ID,I,6095.2,17780.9,PCH Interfaces,
FB20,USB2_COMP,I,4330.9,24114.9,PCH Interfaces,
VCCCORE
BA44,VCCCORE,PWR,-5179,-8584.9,CPU Power,
BB43,VCCCORE,PWR,-4651.4,-8197.9,CPU Power,
BB45,VCCCORE,PWR,-5596.8,-8084.5,CPU Power,
BC44,VCCCORE,PWR,-5071,-7701.1,CPU Power,
BD43,VCCCORE,PWR,-4651.4,-7204.2,CPU Power,
BD45,VCCCORE,PWR,-5596.8,-7317.7,CPU Power,
BE44,VCCCORE,PWR,-5179,-6817.3,CPU Power,
BH43,VCCCORE,PWR,-4678.6,-5407.8,CPU Power,
BK43,VCCCORE,PWR,-4651.4,-4605.7,CPU Power,
BK44,VCCCORE,PWR,-5179,-4992.7,CPU Power,
BL45,VCCCORE,PWR,-5596.8,-4492.3,CPU Power,
BM44,VCCCORE,PWR,-5071,-4108.9,CPU Power,
BN11,VCCCORE,PWR,8088.2,-3574.8,CPU Power,
BN12,VCCCORE,PWR,7438.2,-3574.8,CPU Power,
BN45,VCCCORE,PWR,-5596.8,-3725.5,CPU Power,
BP14,VCCCORE,PWR,6946.7,-3149.3,CPU Power,
BR11,VCCCORE,PWR,8088.2,-2723.8,CPU Power,
BR12,VCCCORE,PWR,7438.2,-2723.8,CPU Power,
BT14,VCCCORE,PWR,6946.7,-2298.3,CPU Power,
BT44,VCCCORE,PWR,-5179,-2394.9,CPU Power,
BU11,VCCCORE,PWR,8088.2,-1872.8,CPU Power,
BU12,VCCCORE,PWR,7438.2,-1872.8,CPU Power,
BU43,VCCCORE,PWR,-4651.4,-2007.9,CPU Power,
BU45,VCCCORE,PWR,-5596.8,-1894.5,CPU Power,
BV14,VCCCORE,PWR,6946.7,-1447.3,CPU Power,
BV44,VCCCORE,PWR,-5071,-1511.1,CPU Power,
BW12,VCCCORE,PWR,7438.2,-1021.8,CPU Power,
BW43,VCCCORE,PWR,-4651.4,-1014.2,CPU Power,
BW45,VCCCORE,PWR,-5596.8,-1127.7,CPU Power,
BY1,VCCCORE,PWR,11940,-893.8,CPU Power,
BY44,VCCCORE,PWR,-5179,-627.3,CPU Power,
CA1,VCCCORE,PWR,11940,-243.8,CPU Power,
CA3,VCCCORE,PWR,11290,-243.8,CPU Power,
CB12,VCCCORE,PWR,7438.2,-170.8,CPU Power,
CC3,VCCCORE,PWR,11290,406.2,CPU Power,
CC14,VCCCORE,PWR,6946.7,254.7,CPU Power,
CD6,VCCCORE,PWR,10038.2,680.2,CPU Power,
CD8,VCCCORE,PWR,9388.2,680.2,CPU Power,
CD9,VCCCORE,PWR,8738.2,680.2,CPU Power,
CD11,VCCCORE,PWR,8088.2,680.2,CPU Power,
CD12,VCCCORE,PWR,7438.2,680.2,CPU Power,
CE1,VCCCORE,PWR,11940,1056.2,CPU Power,

CE3,VCCCORE,PWR,11290,1056.2,CPU Power,
CE4,VCCCORE,PWR,10727,1381.2,CPU Power,
CE14,VCCCORE,PWR,6946.7,1105.7,CPU Power,
CF1,VCCCORE,PWR,11940,1706.2,CPU Power,
CF3,VCCCORE,PWR,11290,1706.2,CPU Power,
CF6,VCCCORE,PWR,10038.2,1531.2,CPU Power,
CF8,VCCCORE,PWR,9388.2,1531.2,CPU Power,
CF9,VCCCORE,PWR,8738.2,1531.2,CPU Power,
CF11,VCCCORE,PWR,8088.2,1531.2,CPU Power,
CF12,VCCCORE,PWR,7438.2,1531.2,CPU Power,
CG4,VCCCORE,PWR,10727,2031.2,CPU Power,
CG14,VCCCORE,PWR,6946.7,1956.7,CPU Power,
CH1,VCCCORE,PWR,11940,2356.2,CPU Power,
CH3,VCCCORE,PWR,11290,2356.2,CPU Power,
CK4,VCCCORE,PWR,10727,3331.2,CPU Power,
CK6,VCCCORE,PWR,10038.2,3233.2,CPU Power,
CK8,VCCCORE,PWR,9388.2,3233.2,CPU Power,
CK9,VCCCORE,PWR,8738.2,3233.2,CPU Power,
CK11,VCCCORE,PWR,8088.2,3233.2,CPU Power,
CK12,VCCCORE,PWR,7438.2,3233.2,CPU Power,
CL1,VCCCORE,PWR,11940,3656.2,CPU Power,
CL3,VCCCORE,PWR,11290,3656.2,CPU Power,
CL14,VCCCORE,PWR,6946.7,3658.7,CPU Power,
CM4,VCCCORE,PWR,10727,3981.2,CPU Power,
CM6,VCCCORE,PWR,10038.2,4084.2,CPU Power,
CM8,VCCCORE,PWR,9388.2,4084.2,CPU Power,
CM9,VCCCORE,PWR,8738.2,4084.2,CPU Power,
CM11,VCCCORE,PWR,8088.2,4084.2,CPU Power,
CM12,VCCCORE,PWR,7438.2,4084.2,CPU Power,
CN1,VCCCORE,PWR,11940,4306.2,CPU Power,
CN3,VCCCORE,PWR,11290,4306.2,CPU Power,
CN14,VCCCORE,PWR,6946.7,4509.7,CPU Power,
CP1,VCCCORE,PWR,11940,4956.2,CPU Power,
CP3,VCCCORE,PWR,11290,4956.2,CPU Power,
CP4,VCCCORE,PWR,10727,4631.2,CPU Power,
CP6,VCCCORE,PWR,10038.2,4935.2,CPU Power,
CP8,VCCCORE,PWR,9388.2,4935.2,CPU Power,
CP9,VCCCORE,PWR,8738.2,4935.2,CPU Power,
CP11,VCCCORE,PWR,8088.2,4935.2,CPU Power,
CP12,VCCCORE,PWR,7438.2,4935.2,CPU Power,
CR4,VCCCORE,PWR,10727,5281.2,CPU Power,
VCCGT
DA1,VCCGT,PWR,11940,7556.2,Power,
CP44,VCCGT,PWR,-5179,4789.5,CPU Power,
CR45,VCCGT,PWR,-5596.8,5289.9,CPU Power,
CT44,VCCGT,PWR,-5071,5673.3,CPU Power,
CU43,VCCGT,PWR,-4651.4,6170.2,CPU Power,
CU45,VCCGT,PWR,-5596.8,6056.7,CPU Power,
CV4,VCCGT,PWR,10727,6581.2,CPU Power,
CV44,VCCGT,PWR,-5179,6557.1,CPU Power,
CW1,VCCGT,PWR,11940,6906.2,CPU Power,
CW3,VCCGT,PWR,11290,6906.2,CPU Power,
CW6,VCCGT,PWR,10038.2,6637.2,CPU Power,
CW8,VCCGT,PWR,9388.2,6637.2,CPU Power,
CW9,VCCGT,PWR,8738.2,6637.2,CPU Power,
CW11,VCCGT,PWR,8088.2,6637.2,CPU Power,
CW12,VCCGT,PWR,7438.2,6637.2,CPU Power,
CY4,VCCGT,PWR,10727,7231.2,CPU Power,
CY14,VCCGT,PWR,6946.7,7062.7,CPU Power,
CY44,VCCGT,PWR,-5179,7387.3,CPU Power,
DA43,VCCGT,PWR,-4651.4,7774.3,CPU Power,
DB45,VCCGT,PWR,-5596.8,7887.7,CPU Power,
DC1,VCCGT,PWR,11940,8206.2,CPU Power,
DC3,VCCGT,PWR,11290,8206.2,CPU Power,

DC4,VCCGT,PWR,10727,8531.2,CPU Power,
DC6,VCCGT,PWR,10038.2,8339.2,CPU Power,
DC8,VCCGT,PWR,9388.2,8339.2,CPU Power,
DC9,VCCGT,PWR,8738.2,8339.2,CPU Power,
DC11,VCCGT,PWR,8088.2,8339.2,CPU Power,
DC12,VCCGT,PWR,7438.2,8339.2,CPU Power,
DC44,VCCGT,PWR,-5071,8271.1,CPU Power,
DD1,VCCGT,PWR,11940,8856.2,CPU Power,
DD3,VCCGT,PWR,11290,8856.2,CPU Power,
DD14,VCCGT,PWR,6946.7,8764.7,CPU Power,
DD43,VCCGT,PWR,-4651.4,8768,CPU Power,
DD45,VCCGT,PWR,-5596.8,8654.5,CPU Power,
DE4,VCCGT,PWR,10727,9181.2,CPU Power,
DE6,VCCGT,PWR,10038.2,9190.2,CPU Power,
DE8,VCCGT,PWR,9388.2,9190.2,CPU Power,
DE9,VCCGT,PWR,8738.2,9190.2,CPU Power,
DE11,VCCGT,PWR,8088.2,9190.2,CPU Power,
DE12,VCCGT,PWR,7438.2,9190.2,CPU Power,
DF1,VCCGT,PWR,11940,9506.2,CPU Power,
DF3,VCCGT,PWR,11290,9506.2,CPU Power,
DF14,VCCGT,PWR,6946.7,9615.7,CPU Power,
DG4,VCCGT,PWR,10727,9831.2,CPU Power,
VCCIN_AUX
DH45,VCCIN_AUX,PWR,-5596.8,10485.5,Power,
DJ41,VCCIN_AUX,PWR,-3917.4,10950.4,Power,
DJ44,VCCIN_AUX,PWR,-5071,10868.9,Power,
DK40,VCCIN_AUX,PWR,-3425.9,11375.9,Power,
DK43,VCCIN_AUX,PWR,-4651.4,11365.8,Power,
DK45,VCCIN_AUX,PWR,-5596.8,11252.3,Power,
DL44,VCCIN_AUX,PWR,-5179,11752.7,Power,
DM1,VCCIN_AUX,PWR,11940,12106.2,Power,
DM14,VCCIN_AUX,PWR,6746.7,12171.7,Power,
DM43,VCCIN_AUX,PWR,-4678.6,12167.8,Power,
DP41,VCCIN_AUX,PWR,-3917.4,12652.4,Power,
DP42,VCCIN_AUX,PWR,-4567.4,12822.4,Power,
DR14,VCCIN_AUX,PWR,6746.7,13022.7,Power,
DR40,VCCIN_AUX,PWR,-3425.9,13077.9,Power,
DT41,VCCIN_AUX,PWR,-3917.4,13503.4,Power,
DU14,VCCIN_AUX,PWR,6746.7,13873.7,Power,
DU40,VCCIN_AUX,PWR,-3425.9,13928.9,Power,
DV2,VCCIN_AUX,PWR,11615,14453.9,Power,
ED2,VCCIN_AUX,PWR,11615,16924.1,Power,
EL2,VCCIN_AUX,PWR,11615,19421.8,Power,
B3,VCCIN_AUX,PWR,11312,-23811.9,Power,
D3,VCCIN_AUX,PWR,11312,-23161.9,Power,

E1,VCCIN_AUX,PWR,11940,-22993.8,Power,
F1,VCCIN_AUX,PWR,11940,-22343.8,Power,
F3,VCCIN_AUX,PWR,11312,-22511.8,Power,
G3,VCCIN_AUX,PWR,11312,-21861.8,Power,
H4,VCCIN_AUX,PWR,10615,-21586,Power,
J1,VCCIN_AUX,PWR,11940,-21043.8,Power,
J3,VCCIN_AUX,PWR,11290,-21043.8,Power,
L1,VCCIN_AUX,PWR,11940,-20393.8,Power,
L3,VCCIN_AUX,PWR,11290,-20393.8,Power,
N3,VCCIN_AUX,PWR,11290,-19743.8,Power,
AL20,VCCIN_AUX,PWR,4492.9,-12301.9,Power,
AL32,VCCIN_AUX,PWR,-512.1,-12301.9,Power,
AN20,VCCIN_AUX,PWR,4492.9,-11651.9,Power,
AN22,VCCIN_AUX,PWR,3491.9,-11651.9,Power,
AN30,VCCIN_AUX,PWR,488.9,-11651.9,Power,
AN32,VCCIN_AUX,PWR,-512.1,-11651.9,Power,
AN37,VCCIN_AUX,PWR,-2514.1,-11651.9,Power,
AP17,VCCIN_AUX,PWR,5493.9,-11001.9,Power,
AP27,VCCIN_AUX,PWR,1489.9,-11001.9,Power,
AP30,VCCIN_AUX,PWR,488.9,-11001.9,Power,
AP32,VCCIN_AUX,PWR,-512.1,-11001.9,Power,
AP37,VCCIN_AUX,PWR,-2514.1,-11001.9,Power,
VCCPRIM
EB38,VCCPRIM1P05_OUT_PCH,PWR,-2913.8,15830.9,PCH Power,
EE36,VCCPRIM1P05_OUT_PCH,PWR,-1912.8,17130.9,PCH Power,
DV41,VCCPRIM_3P3,PWR,-3917.4,14354.4,PCH Power,
DW40,VCCPRIM_3P3,PWR,-3425.9,14779.9,PCH Power,
EB33,VCCPRIM_3P3,PWR,-911.8,15830.9,PCH Power,
EC31,VCCPRIM_3P3,PWR,89.2,16480.9,PCH Power,
EC33,VCCPRIM_3P3,PWR,-911.8,16480.9,PCH Power,
EE31,VCCPRIM_3P3,PWR,89.2,17130.9,PCH Power,
EB41,VCCPRIM_3P3,PWR,-3917.4,16056.4,PCH Power,

DW20,VCCPRIM_1P8,PWR,4593.7,14765.9,PCH Power,
DW22,VCCPRIM_1P8,PWR,3592.7,14765.9,PCH Power,
DW27,VCCPRIM_1P8,PWR,1590.7,14765.9,PCH Power,
DW30,VCCPRIM_1P8,PWR,589.7,14765.9,PCH Power,
DY21,VCCPRIM_1P8,PWR,4093.2,15180.9,PCH Power,
DY23,VCCPRIM_1P8,PWR,3092.2,15180.9,PCH Power,
DY26,VCCPRIM_1P8,PWR,2091.2,15180.9,PCH Power,
DY28,VCCPRIM_1P8,PWR,1090.2,15180.9,PCH Power,
DY31,VCCPRIM_1P8,PWR,89.2,15180.9,PCH Power,
EB18,VCCPRIM_1P8,PWR,5094.2,15830.9,PCH Power,
EB21,VCCPRIM_1P8,PWR,4093.2,15830.9,PCH Power,
EB23,VCCPRIM_1P8,PWR,3092.2,15830.9,PCH Power,
EB28,VCCPRIM_1P8,PWR,1090.2,15830.9,PCH Power,
EC14,VCCPRIM_1P8,PWR,6746.7,16426.7,PCH Power,
EC16,VCCPRIM_1P8,PWR,6095.2,16480.9,PCH Power,
EC23,VCCPRIM_1P8,PWR,3092.2,16480.9,PCH Power,
EC26,VCCPRIM_1P8,PWR,2091.2,16480.9,PCH Power,
EE14,VCCPRIM_1P8,PWR,6746.7,17277.7,PCH Power,
EE28,VCCPRIM_1P8,PWR,1090.2,17130.9,PCH Power,
EG14,VCCPRIM_1P8,PWR,6746.7,18128.7,PCH Power,
FB33,VCCPRIM_1P8,PWR,-651,24058.1,PCH Power,
DY41,VCCPRIM_1P8,PWR,-3917.4,15205.4,PCH Power,
DY42,VCCPRIM_1P8,PWR,-4567.4,15205.4,PCH Power,
VDD2
J61,VDD2,PWR,-11940,-21380,Power,
R61,VDD2,PWR,-11940,-18782.2,Power,
V61,VDD2,PWR,-11940,-17787.8,Power,
AD61,VDD2,PWR,-11940,-15190,Power,
AG61,VDD2,PWR,-11940,-14195.6,Power,
AN61,VDD2,PWR,-11940,-11597.8,Power,
AP41,VDD2,PWR,-4153,-11214.9,Power,
AP44,VDD2,PWR,-5179,-11182.7,Power,
AR43,VDD2,PWR,-4651.4,-10795.7,Power,
AR45,VDD2,PWR,-5596.8,-10682.3,Power,
AT44,VDD2,PWR,-5071,-10298.9,Power,
AU43,VDD2,PWR,-4651.4,-9802,Power,
AU45,VDD2,PWR,-5596.8,-9915.5,Power,
AV44,VDD2,PWR,-5179,-9415.1,Power,
AY61,VDD2,PWR,-11940,-9000,Power,

BH61,VDD2,PWR,-11940,-5407.8,Power,
BR61,VDD2,PWR,-11940,-2810,Power,
CA61,VDD2,PWR,-11940,-212.2,Power,
CC44,VDD2,PWR,-5102.8,285,Power,
CD43,VDD2,PWR,-4678.6,782.2,Power,
CD61,VDD2,PWR,-11940,782.2,Power,
CE44,VDD2,PWR,-5179,1197.3,Power,
CF43,VDD2,PWR,-4651.4,1584.3,Power,
CF45,VDD2,PWR,-5596.8,1697.7,Power,
CG44,VDD2,PWR,-5071,2081.1,Power,
CH45,VDD2,PWR,-5596.8,2464.5,Power,
CK61,VDD2,PWR,-11940,3380,Power,
CN61,VDD2,PWR,-11940,4374.4,Power,
CW61,VDD2,PWR,-11940,6972.2,Power,
DF61,VDD2,PWR,-11940,9570,Power,
